customer_id,age,location,gender,credit_score,membership_length,balance,payment_method,num_products,has_broadband,has_tv,broadband_bundle,tv_bundle,num_support_calls,churn
9619,27.0,Munster,Female,597,1,717.47,DirectDebit,2,True,True,1GB,Basic,0,0
19241,33.0,Leinster,Female,477,1,0.0,DirectDebit,2,True,True,1GB,Premium,1,0
4254,31.0,Leinster,Male,645,1,0.0,DirectDebit,2,True,True,1GB,Premium,6,0
63256,26.0,Connacht,Male,490,100,710.16,DirectDebit,1,True,False,500Mbps,,0,0
60605,40.0,Leinster,male,701,58,269.01,DirectDebit,1,True,False,500Mbps,,2,0
84755,39.0,Connacht,M,547,23,558.06,DirectDebit,2,True,True,2GB,Premium,1,0
75058,39.0,Connacht,female,636,59,758.83,DirectDebit,2,True,True,1GB,Premium,1,0
31619,28.0,Connacht,Male,724,13,0.0,CreditCard,2,True,True,2GB,Premium,0,0
78503,27.0,Ulster,Male,797,68,0.0,DirectDebit,1,True,False,2GB,,0,0
92941,26.0,Connacht,Male,435,91,711.43,CreditCard,1,False,True,,Basic,4,0
18080,26.0,Munster,Male,738,91,514.43,DirectDebit,2,True,True,2GB,Basic,0,0
90205,30.0,Munster,Female,641,102,0.0,CreditCard,2,True,True,2GB,Premium,0,0
84778,35.0,Connacht,Female,666,51,0.0,DirectDebit,2,True,True,2GB,Premium,1,0
71283,24.0,Leinster,Female,630,102,360.24,DirectDebit,1,True,False,2GB,,0,0
1673,27.0,Leinster,Male,543,91,0.0,DirectDebit,2,True,True,500Mbps,Basic,1,0
29065,51.0,Leinster,Male,741,51,0.0,DirectDebit,1,False,True,,Basic,0,0
90677,31.0,Connacht,Female,769,78,-1.0,DirectDebit,2,True,True,1GB,Premium,5,0
30304,42.0,Leinster,Male,632,37,0.0,DirectDebit,2,True,True,2GB,Basic,0,0
26060,31.0,Munster,Female,778,65,637.95,DirectDebit,2,True,True,500Mbps,Basic,0,0
96216,34.0,Leinster,Male,831,25,0.0,DirectDebit,2,True,True,2GB,Premium,0,0
88770,31.0,Leinster,Male,570,86,0.0,DirectDebit,1,True,False,2GB,,1,0
31711,33.0,Connacht,Female,594,80,0.0,DirectDebit,1,True,False,500Mbps,,0,0
82977,37.0,Connacht,Male,653,52,351.63,DirectDebit,1,True,False,2GB,,2,0
84368,45.0,Munster,Female,624,102,664.02,DirectDebit,2,True,True,2GB,Premium,0,0
15549,43.0,Connacht,Female,511,52,640.89,DirectDebit,1,True,False,500Mbps,,0,0
43711,35.0,Leinster,female,444,1,0.0,CreditCard,2,True,True,2GB,Premium,0,0
49358,34.0,Connacht,Male,632,25,734.52,DirectDebit,1,False,True,,Premium,0,0
19246,25.0,Connacht,Male,801,52,0.0,DirectDebit,1,True,False,500Mbps,,0,0
49664,43.0,Leinster,Female,764,26,498.77,DirectDebit,1,True,False,2GB,,0,0
30312,28.0,Connacht,Male,609,48,633.19,DirectDebit,1,True,False,1GB,,2,0
37827,26.0,Connacht,Female,736,47,570.63,CreditCard,1,False,True,,Basic,4,0
48389,28.0,Connacht,Male,681,47,0.0,DirectDebit,3,True,True,500Mbps,Premium,0,0
37125,27.0,Connacht,Female,656,74,716.26,DirectDebit,2,True,True,500Mbps,Premium,3,0
85306,36.0,Munster,Female,507,1,537.45,CreditCard,1,False,True,,Basic,1,0
31955,18.0,Connacht,Male,680,100,0.0,DirectDebit,2,True,True,500Mbps,Premium,0,0
93809,37.0,Ulster,Male,806,26,587.37,DirectDebit,1,True,False,1GB,,0,0
60539,29.0,Leinster,Male,717,1,0.0,DirectDebit,2,True,True,500Mbps,Premium,1,0
89090,67.0,Connacht,Male,583,59,562.37,DirectDebit,2,True,True,2GB,Basic,4,0
29741,31.0,Ulster,M,655,68,443.6,DirectDebit,1,False,True,,Basic,0,0
28226,34.0,Munster,Female,587,13,786.65,DirectDebit,2,True,True,2GB,Premium,0,0
88571,30.0,Munster,Male,432,97,682.9,DirectDebit,1,True,False,2GB,,1,0
81778,33.0,Leinster,Male,674,24,748.35,DirectDebit,1,True,False,2GB,,0,0
91305,47.0,Munster,Male,579,75,609.99,DirectDebit,1,True,False,1GB,,1,0
5722,41.0,Leinster,female,494,91,0.0,DirectDebit,1,False,True,,Premium,1,0
8310,36.0,Leinster,Male,600,58,0.0,DirectDebit,2,True,True,1GB,Premium,2,0
70869,21.0,Munster,Male,722,99,608.97,DirectDebit,2,True,True,2GB,Premium,0,0
18659,35.0,Connacht,Male,658,36,574.6,DirectDebit,1,True,False,1GB,,1,0
64315,40.0,Munster,Female,668,34,0.0,DirectDebit,2,True,True,500Mbps,Premium,0,0
8424,37.0,Leinster,Male,562,78,202.97,DirectDebit,1,True,False,500Mbps,,0,0
67826,38.0,Connacht,Male,703,13,403.71,DirectDebit,1,True,False,1GB,,0,0
39458,,Leinster,female,631,81,322.27,DD,1,True,False,1GB,,2,0
38421,40.0,Munster,Female,479,90,0.0,CreditCard,2,True,True,2GB,Premium,0,0
2838,39.0,Connacht,Male,609,48,0.0,CreditCard,2,True,True,2GB,Premium,0,0
22766,77.0,Munster,Female,597,129,357.53,CC,2,True,True,500Mbps,Basic,5,0
72883,33.0,Connacht,male,672,38,0.0,CreditCard,2,True,True,2GB,Basic,1,0
43291,24.0,Munster,Male,416,56,547.45,DirectDebit,1,False,True,,Premium,2,0
25552,23.0,Munster,male,643,61,865.0,DirectDebit,1,False,True,,Premium,0,0
77801,74.0,Connacht,Male,693,26,0.0,,2,True,True,500Mbps,Basic,4,0
57756,41.0,Leinster,Male,470,13,0.0,DirectDebit,1,True,False,1GB,,1,0
57899,22.0,Ulster,Male,580,73,714.71,DirectDebit,1,True,False,1GB,,1,0
57015,32.0,Ulster,male,539,104,699.02,DirectDebit,1,True,False,2GB,,6,0
25762,33.0,Leinster,Male,530,1,529.73,CreditCard,1,False,True,,Basic,2,0
61119,,Connacht,Female,637,98,0.0,DirectDebit,2,True,True,1GB,Basic,0,0
76455,35.0,Munster,Male,682,1,863.69,DirectDebit,1,True,False,2GB,,0,0
17971,35.0,Connacht,Female,695,23,0.0,DirectDebit,1,True,False,2GB,,1,0
55009,31.0,Connacht,Male,527,100,0.0,DirectDebit,2,True,True,1GB,Premium,3,0
24370,27.0,Ulster,Female,776,35,514.71,CC,2,True,True,2GB,Basic,0,0
47167,32.0,Leinster,Male,481,12,0.0,DirectDebit,2,True,True,1GB,Basic,2,0
63589,32.0,Ulster,Male,726,59,880.16,DirectDebit,1,False,True,,Basic,1,0
62,32.0,Ulster,Female,685,13,681.25,DirectDebit,1,True,False,1GB,,1,0
82119,49.0,Connacht,Female,610,25,409.0,DirectDebit,1,False,True,,Basic,5,0
30649,35.0,Connacht,male,754,23,190.38,DirectDebit,2,True,True,1GB,Basic,0,0
48358,29.0,Leinster,Male,606,39,575.33,DirectDebit,1,False,True,,Basic,7,0
3909,26.0,Leinster,Male,535,97,0.0,DirectDebit,2,True,True,2GB,Premium,0,0
83499,45.0,Connacht,Female,513,79,597.34,DirectDebit,1,True,False,2GB,,1,0
21229,40.0,Leinster,Female,662,87,673.85,CC,2,True,True,2GB,Premium,2,0
67465,39.0,Connacht,Male,728,12,284.79,DirectDebit,1,True,False,2GB,,0,0
53870,30.0,Connacht,Male,710,1,-1.0,DirectDebit,1,False,True,,Premium,1,0
9542,33.0,Leinster,Female,666,1,632.16,DirectDebit,1,True,False,500Mbps,,1,0
3700,35.0,Munster,Male,511,24,483.14,CreditCard,1,True,False,2GB,,0,0
43107,36.0,Leinster,Female,876,75,602.39,DirectDebit,1,False,True,,Premium,1,0
45190,35.0,Connacht,F,769,74,777.1,DirectDebit,2,True,True,2GB,Premium,1,0
77344,37.0,Leinster,Female,519,89,0.0,DirectDebit,2,True,True,500Mbps,Premium,1,0
38544,28.0,Leinster,Male,713,114,0.0,DirectDebit,2,True,True,500Mbps,Basic,4,0
60206,22.0,Munster,Female,875,80,429.86,CreditCard,2,True,True,2GB,Premium,1,0
30056,43.0,Connacht,Male,643,12,0.0,DirectDebit,2,True,True,1GB,Premium,4,0
67297,35.0,Connacht,Male,866,94,0.0,DirectDebit,2,True,True,500Mbps,Premium,2,0
52460,37.0,Leinster,M,564,1,775.01,CreditCard,2,True,True,1GB,Basic,2,0
31824,23.0,Connacht,Male,613,77,0.0,DirectDebit,2,True,True,2GB,Premium,0,0
68978,24.0,Munster,Female,451,75,0.0,DirectDebit,2,True,True,1GB,Premium,0,0
89648,37.0,Leinster,Male,727,24,0.0,DirectDebit,2,True,True,1GB,Basic,0,0
12449,49.0,Leinster,Female,651,50,0.0,CreditCard,1,True,False,500Mbps,,3,0
32395,33.0,Connacht,Female,495,73,0.0,DirectDebit,2,True,True,500Mbps,Basic,0,0
4137,47.0,Munster,male,598,47,734.11,DirectDebit,2,True,True,1GB,Basic,0,0
8207,28.0,Connacht,Female,671,107,557.33,DirectDebit,2,True,True,500Mbps,Basic,0,0
6648,23.0,Leinster,Male,635,1,486.29,CreditCard,2,True,True,1GB,Premium,0,0
70180,48.0,Munster,Female,571,88,634.09,DirectDebit,1,True,False,500Mbps,,1,0
87724,43.0,Connacht,Male,666,35,418.86,CreditCard,1,False,True,,Premium,0,0
85565,33.0,Munster,Male,640,1,482.5,DirectDebit,2,True,True,500Mbps,Premium,5,0
30680,28.0,Munster,Female,568,26,543.7,CreditCard,1,True,False,2GB,,0,0
43122,33.0,Leinster,Female,521,1,532.64,CreditCard,1,True,False,2GB,,0,0
44668,31.0,Munster,Male,550,1,568.18,DirectDebit,1,False,True,,Basic,0,0
8388,37.0,Leinster,Male,621,89,0.0,DirectDebit,2,True,True,2GB,Basic,2,0
7906,50.0,Munster,Female,396,24,484.73,DirectDebit,2,True,True,500Mbps,Premium,0,0
35973,20.0,Munster,Female,535,13,560.62,DirectDebit,2,True,True,1GB,Basic,2,0
72812,42.0,Leinster,Male,469,1,519.82,DirectDebit,1,True,False,500Mbps,,7,0
80272,61.0,Munster,male,387,1,652.39,CreditCard,1,True,False,2GB,,0,0
94423,26.0,Munster,Male,655,1,598.55,DirectDebit,1,False,True,,Basic,0,0
99610,34.0,Leinster,Female,633,107,526.81,DirectDebit,1,False,True,,Basic,0,0
33999,36.0,Munster,Female,717,101,572.13,DirectDebit,1,True,False,2GB,,0,0
39,31.0,Leinster,Female,680,25,0.0,DirectDebit,1,False,True,,Basic,0,0
15001,41.0,Munster,Male,539,36,685.07,DirectDebit,2,True,True,2GB,Premium,0,0
79030,32.0,Munster,Female,616,36,623.54,DirectDebit,1,False,True,,Premium,5,0
3317,35.0,Leinster,Male,818,25,0.0,CreditCard,2,True,True,1GB,Premium,0,0
84716,31.0,Leinster,Male,715,38,721.15,DirectDebit,2,True,True,2GB,Premium,0,0
12023,37.0,Connacht,male,561,23,0.0,DirectDebit,2,True,True,1GB,Basic,0,0
92646,20.0,Connacht,Female,639,23,0.0,DirectDebit,2,True,True,2GB,Basic,0,0
84644,36.0,Munster,Female,617,1,596.81,CreditCard,2,True,True,1GB,Premium,0,0
69323,47.0,Leinster,Male,795,25,459.72,CreditCard,2,True,True,2GB,Basic,0,0
40133,38.0,Munster,Female,691,38,309.74,CreditCard,2,True,True,500Mbps,Basic,2,0
42923,28.0,Leinster,Male,697,12,368.97,CreditCard,2,True,True,2GB,Premium,2,0
56604,30.0,Munster,Male,716,1,635.47,DirectDebit,2,True,True,2GB,Premium,0,0
39602,34.0,Leinster,Male,741,72,0.0,CreditCard,2,True,True,500Mbps,Basic,0,0
7370,32.0,Munster,Male,565,95,702.32,DirectDebit,2,True,True,500Mbps,Premium,1,0
75694,46.0,Leinster,Female,720,56,0.0,CreditCard,1,False,True,,Basic,0,0
35105,30.0,Munster,Male,768,46,338.29,CreditCard,2,True,True,1GB,Basic,0,0
78621,55.0,Munster,Female,660,84,700.07,DirectDebit,2,True,True,500Mbps,Basic,1,0
61827,43.0,Connacht,Male,531,1,0.0,DirectDebit,2,True,True,1GB,Basic,0,0
55841,33.0,Leinster,Male,619,56,847.35,DD,1,True,False,500Mbps,,0,0
98353,49.0,Leinster,Female,497,35,0.0,DirectDebit,1,False,True,,Basic,0,0
11979,39.0,Leinster,Male,480,25,645.77,CreditCard,2,True,True,500Mbps,Premium,5,0
33006,67.0,Munster,Female,801,1,0.0,CreditCard,2,True,True,2GB,Premium,0,0
95472,32.0,Leinster,female,789,84,0.0,DirectDebit,1,False,True,,Basic,2,0
720,27.0,Leinster,Male,754,71,0.0,DirectDebit,2,True,True,1GB,Basic,4,0
58067,27.0,Leinster,Female,628,12,0.0,,2,True,True,1GB,Basic,6,0
95197,34.0,Leinster,Male,562,23,550.63,DirectDebit,1,True,False,1GB,,0,0
11459,28.0,Munster,Female,437,26,719.14,DirectDebit,1,True,False,1GB,,0,0
42303,45.0,Ulster,Female,654,72,647.5,DirectDebit,1,True,False,2GB,,3,0
49559,45.0,Connacht,Female,622,52,0.0,DirectDebit,2,True,True,2GB,Basic,2,0
98528,34.0,Connacht,Female,713,84,0.0,DirectDebit,2,True,True,1GB,Basic,4,0
29247,47.0,Munster,Male,731,13,438.33,DirectDebit,1,False,True,,Basic,0,0
18215,28.0,Connacht,F,677,98,729.41,DirectDebit,2,True,True,2GB,Premium,0,0
14698,35.0,Leinster,Male,734,1,0.0,CreditCard,2,True,True,2GB,Premium,0,0
87597,33.0,Leinster,Male,493,58,499.26,DirectDebit,1,True,False,2GB,,4,0
64744,30.0,Munster,Male,590,87,446.27,DirectDebit,2,True,True,2GB,Premium,0,0
16157,22.0,Connacht,Male,839,1,0.0,DirectDebit,1,True,False,1GB,,0,0
36648,31.0,Leinster,Male,594,23,544.06,CreditCard,1,True,False,2GB,,0,0
30694,40.0,Leinster,Female,886,38,0.0,DirectDebit,2,True,True,2GB,Basic,0,0
46624,31.0,Leinster,Female,466,89,0.0,,2,True,True,1GB,Premium,1,0
41385,39.0,Connacht,Female,669,39,428.87,DirectDebit,2,True,True,500Mbps,Basic,-1,0
34457,19.0,Leinster,Female,642,26,457.49,DirectDebit,1,True,False,500Mbps,,2,0
2096,30.0,Leinster,Male,657,1,629.79,CreditCard,2,True,True,1GB,Basic,2,0
17461,45.0,Connacht,Female,734,104,0.0,DirectDebit,2,True,True,1GB,Basic,1,0
69112,44.0,Connacht,Male,596,1,0.0,DirectDebit,2,True,True,1GB,Premium,5,0
83972,30.0,Ulster,Male,599,69,520.4,CreditCard,1,True,False,2GB,,1,0
30837,38.0,Connacht,Male,463,77,0.0,DirectDebit,2,True,True,1GB,Premium,0,0
84556,29.0,Munster,Male,828,1,450.76,CreditCard,2,True,True,2GB,Basic,1,0
91681,30.0,Connacht,M,561,1,244.46,CreditCard,1,True,False,1GB,,0,0
88829,37.0,Leinster,Female,473,57,501.57,DirectDebit,1,False,True,,Basic,0,0
98201,32.0,Munster,Female,544,79,682.3,DirectDebit,1,False,True,,Basic,0,0
22878,37.0,Connacht,Female,519,116,628.74,DirectDebit,1,False,True,,Premium,0,0
85406,38.0,Leinster,Male,475,1,0.0,CreditCard,3,True,True,2GB,Premium,0,0
95642,42.0,Leinster,Male,676,1,0.0,DirectDebit,1,False,True,,Premium,0,0
78892,31.0,Leinster,Female,795,45,0.0,DirectDebit,2,True,True,2GB,Premium,0,0
43657,24.0,Leinster,Female,619,38,444.22,DirectDebit,1,True,False,500Mbps,,0,0
8156,38.0,Connacht,M,554,12,0.0,CreditCard,2,True,True,500Mbps,Premium,0,0
37515,35.0,Munster,Female,402,48,848.8,DirectDebit,1,True,False,2GB,,1,0
15353,47.0,Leinster,Male,690,69,0.0,DirectDebit,2,True,True,2GB,Basic,0,0
73709,25.0,Munster,M,737,114,613.3,DirectDebit,1,True,False,2GB,,1,0
5714,28.0,Leinster,Female,491,45,0.0,CreditCard,2,True,True,1GB,Basic,0,0
77280,37.0,Connacht,Male,626,12,513.9,DirectDebit,1,False,True,,Basic,0,0
763,20.0,Connacht,Male,618,25,0.0,DirectDebit,2,True,True,2GB,Premium,1,0
26455,41.0,Leinster,male,667,94,414.56,CreditCard,1,True,False,2GB,,0,0
28303,27.0,Connacht,male,508,12,0.0,,2,True,True,500Mbps,Premium,1,0
8945,21.0,Connacht,Male,729,39,481.31,DirectDebit,1,True,False,2GB,,0,0
5408,38.0,Leinster,Male,556,101,0.0,DirectDebit,1,True,False,1GB,,0,0
40112,28.0,Munster,F,779,83,618.29,DirectDebit,2,True,True,1GB,Premium,0,0
98657,31.0,Leinster,F,449,59,345.44,DirectDebit,1,False,True,,Premium,2,0
74548,39.0,Ulster,Male,691,1,0.0,,2,True,True,500Mbps,Premium,0,0
49465,38.0,Leinster,Female,828,61,630.32,DirectDebit,1,True,False,2GB,,0,0
4338,55.0,Munster,Female,421,82,621.6,,1,False,True,,Premium,4,0
18571,37.0,Connacht,Male,693,49,431.37,DirectDebit,1,False,True,,Premium,1,0
44753,20.0,Connacht,Male,600,91,492.97,CreditCard,2,True,True,1GB,Basic,0,0
54150,50.0,Connacht,Male,724,12,360.98,CreditCard,1,True,False,500Mbps,,1,0
67220,23.0,Leinster,Male,700,65,0.0,DirectDebit,2,True,True,2GB,Premium,0,0
49515,34.0,Leinster,Male,711,49,0.0,DirectDebit,1,True,False,1GB,,0,0
61531,27.0,Connacht,Female,523,12,548.68,CreditCard,1,True,False,2GB,,0,0
99681,33.0,Munster,Female,586,24,560.21,CreditCard,1,True,False,500Mbps,,0,0
33363,23.0,Ulster,Female,506,78,371.7,CreditCard,1,True,False,500Mbps,,0,0
52899,36.0,Ulster,Male,816,80,0.0,DirectDebit,1,True,False,2GB,,1,0
79369,39.0,Ulster,Female,766,71,0.0,CreditCard,1,True,False,500Mbps,,0,0
34649,43.0,Leinster,Female,522,100,0.0,DirectDebit,1,False,True,,Premium,0,0
50563,43.0,Leinster,M,556,58,0.0,DirectDebit,2,True,True,1GB,Basic,0,0
76388,52.0,Munster,female,743,73,666.34,CreditCard,1,True,False,500Mbps,,0,0
73473,62.0,Connacht,Male,689,64,531.66,CreditCard,1,True,False,2GB,,0,0
10503,39.0,Connacht,male,534,84,608.65,DirectDebit,1,True,False,500Mbps,,0,0
19572,40.0,Leinster,Female,871,61,0.0,DirectDebit,2,True,True,1GB,Premium,0,0
65000,38.0,Connacht,Male,735,1,0.0,DirectDebit,2,True,True,2GB,Basic,0,0
43440,34.0,Munster,Female,607,12,421.87,DirectDebit,1,False,True,,Premium,2,0
37716,27.0,Munster,Male,648,24,813.76,DD,2,True,True,2GB,Basic,7,0
7117,41.0,Munster,Female,448,94,567.52,DirectDebit,2,True,True,1GB,Basic,0,0
37565,37.0,Leinster,Female,777,95,0.0,DirectDebit,1,True,False,1GB,,0,0
20641,48.0,Connacht,Male,589,1,0.0,DirectDebit,2,True,True,2GB,Basic,0,0
34315,49.0,Munster,male,554,106,806.52,DirectDebit,1,True,False,1GB,,1,0
73149,37.0,Leinster,F,656,93,415.89,CreditCard,1,True,False,2GB,,1,0
70294,33.0,Munster,Female,538,57,793.97,DirectDebit,2,True,True,1GB,Premium,5,0
30409,34.0,Leinster,Male,481,63,0.0,DirectDebit,2,True,True,2GB,Premium,0,0
28446,34.0,Connacht,female,659,109,0.0,CreditCard,2,True,True,2GB,Basic,0,0
23898,38.0,Ulster,Male,584,68,0.0,DirectDebit,1,True,False,500Mbps,,1,0
15014,37.0,Ulster,Male,558,100,-1.0,DirectDebit,1,True,False,500Mbps,,1,0
46541,28.0,Ulster,Female,577,25,657.52,DirectDebit,1,True,False,1GB,,0,0
56749,33.0,Connacht,Female,530,38,0.0,DirectDebit,2,True,True,2GB,Premium,0,0
85699,33.0,Munster,female,652,1,559.42,DirectDebit,2,True,True,500Mbps,Basic,0,0
16432,40.0,Munster,Female,593,24,753.71,DirectDebit,1,False,True,,Basic,0,0
95524,44.0,Leinster,Female,804,73,434.51,DD,1,True,False,1GB,,0,0
10747,45.0,Leinster,Female,711,57,0.0,DirectDebit,2,True,True,1GB,Premium,0,0
44718,29.0,Munster,Male,718,49,387.26,CreditCard,1,True,False,2GB,,0,0
63279,34.0,Leinster,Female,619,38,414.83,DirectDebit,1,True,False,500Mbps,,0,0
9644,29.0,Leinster,Female,520,23,0.0,CreditCard,2,True,True,2GB,Basic,3,0
44714,36.0,Leinster,M,551,46,649.13,DirectDebit,1,False,True,,Basic,0,0
82429,39.0,Leinster,Male,633,102,646.25,CreditCard,1,True,False,1GB,,0,0
29810,35.0,Connacht,Male,701,117,0.0,CreditCard,2,True,True,2GB,Basic,0,0
39136,26.0,Leinster,Male,655,75,576.17,DirectDebit,1,False,True,,Basic,4,0
14706,24.0,Leinster,Male,571,12,865.9,DirectDebit,1,True,False,1GB,,0,0
76851,38.0,Leinster,Female,593,1,598.98,DirectDebit,1,True,False,500Mbps,,0,0
49922,29.0,Leinster,Male,739,13,438.29,DirectDebit,2,True,True,1GB,Premium,1,0
70706,43.0,Munster,Female,668,81,373.71,DirectDebit,1,True,False,500Mbps,,0,0
51540,38.0,Connacht,Male,543,126,559.24,DirectDebit,1,False,True,,Premium,1,0
63225,43.0,Munster,Male,668,1,659.3,CreditCard,2,True,True,500Mbps,Premium,1,0
60437,58.0,Munster,Male,774,36,544.42,CreditCard,2,True,True,2GB,Premium,0,0
76746,29.0,Connacht,Male,594,81,530.46,DirectDebit,1,False,True,,Premium,7,0
41097,36.0,Leinster,Female,563,110,791.18,DirectDebit,1,False,True,,Basic,5,0
94234,25.0,Munster,Male,672,13,728.72,DirectDebit,2,True,True,1GB,Premium,3,0
11992,74.0,Munster,Female,657,100,436.02,DirectDebit,1,True,False,2GB,,0,0
69489,47.0,Ulster,Female,627,71,0.0,DirectDebit,2,True,True,2GB,Premium,2,0
52005,28.0,Connacht,Male,436,26,0.0,DirectDebit,2,True,True,1GB,Premium,0,0
32369,41.0,Connacht,Male,676,1,679.74,DirectDebit,1,False,True,,Premium,0,0
46605,39.0,Leinster,Male,501,90,0.0,CreditCard,2,True,True,2GB,Premium,1,0
94834,34.0,Connacht,male,446,104,0.0,CreditCard,2,True,True,2GB,Premium,0,0
15006,28.0,Leinster,Male,616,1,0.0,DirectDebit,1,True,False,500Mbps,,0,0
65385,32.0,Ulster,Male,585,37,0.0,DirectDebit,2,True,True,2GB,Basic,0,0
